journ_id,journal_name,source_type
14915,Platelets,Scopus
14915,PLATELETS,Thomson
14916,Plating and Surface Finishing,Scopus
14916,PLATING AND SURFACE FINISHING,Thomson
14917,Platinum Metals Review,Scopus
14917,PLATINUM METALS REVIEW,Thomson
14918,PLoS Biology,Scopus
14918,PLOS BIOLOGY,Thomson
14919,PLoS Clinical Trials,Scopus
14919,PLOS CLINICAL TRIALS,Thomson
14920,PLoS Computational Biology,Scopus
14920,PLOS COMPUTATIONAL BIOLOGY,Thomson
14921,PLoS genetics,Scopus
14921,PLOS GENETICS,Thomson
14922,PLoS Medicine,Scopus
14922,PLOS MEDICINE,Thomson
14923,PLoS Neglected Tropical Diseases,Scopus
14923,PLOS NEGLECTED TROPICAL DISEASES,Thomson
14924,PLoS ONE,Scopus
14924,PLOS ONE,Thomson
14925,PLoS pathogens,Scopus
14925,PLOS PATHOGENS,Thomson
14926,PLURALIST,Thomson
14927,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,Thomson
14928,Pneumologe,Scopus
14929,Pneumologie,Scopus
14930,Pneumonologia i Alergologia Polska,Scopus
14930,"Pneumonologia I Alergologia Polska : Organ Polskiego Towarzystwa Ftyzjopneumonologicznego, Polskiego Towarzystwa Alergologicznego, I Instytutu Gruzlicy I Chorob Pluc",Scopus
14932,POE STUDIES-DARK ROMANTICISM,Thomson
14934,POETICA-ZEITSCHRIFT FUR SPRACH-UND LITERATURWISSENSCHAFT,Thomson
14935,Poetics,Scopus
14935,POETICS,Thomson
14936,POETICS TODAY,Thomson
14938,POETRY WALES,Thomson
14940,Point Veterinaire,Scopus
14940,POINT VETERINAIRE,Thomson
14941,Polar Biology,Scopus
14941,POLAR BIOLOGY,Thomson
14942,Polar Geography,Scopus
14943,Polar Record,Scopus
14943,POLAR RECORD,Thomson
14944,Polar Research,Scopus
14944,POLAR RESEARCH,Thomson
14945,Police Quarterly,Scopus
14945,POLICE QUARTERLY,Thomson
14946,Policing,Scopus
14946,POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,Thomson
14947,POLICING & SOCIETY,Thomson
14948,Policy and Politics,Scopus
14948,POLICY AND POLITICS,Thomson
14949,Policy Review,Scopus
14949,POLICY REVIEW,Thomson
14950,Policy Sciences,Scopus
14950,POLICY SCIENCES,Thomson
14951,Policy Studies,Scopus
14952,Policy Studies Journal,Scopus
14952,POLICY STUDIES JOURNAL,Thomson
14953,Policy Studies Review,Scopus
14954,"""Policy, Politics, and Nursing Practice""",Scopus
14955,POLIMEROS-CIENCIA E TECNOLOGIA,Thomson
14956,Polimery w medycynie,Scopus
14957,POLIMERY,Thomson
14957,Polimery/Polymers,Scopus
14958,POLIS,Thomson
14959,Polish Botanical Journal,Scopus
14960,Polish Botanical Studies,Scopus
14961,Polish Geological Institute Special Papers,Scopus
14962,POLISH JOURNAL OF CHEMICAL TECHNOLOGY,Thomson
14963,Polish Journal of Chemistry,Scopus
14963,POLISH JOURNAL OF CHEMISTRY,Thomson
14964,Polish Journal of Ecology,Scopus
14964,POLISH JOURNAL OF ECOLOGY,Thomson
14965,Polish Journal of Environmental Studies,Scopus
14965,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,Thomson
14966,Polish Journal of Gynaecological Investigations,Scopus
14968,Polish Journal of Pathology,Scopus
14968,POLISH JOURNAL OF PATHOLOGY,Thomson
14969,Polish Journal of Pharmacology,Scopus
14969,POLISH JOURNAL OF PHARMACOLOGY,Thomson
14970,Polish Journal of Radiology,Scopus
14971,Polish Journal of Soil Science,Scopus
14972,Polish Journal of Veterinary Sciences,Scopus
14972,POLISH JOURNAL OF VETERINARY SCIENCES,Thomson
14973,POLISH MARITIME RESEARCH,Thomson
14974,Polish Polar Research,Scopus
14974,POLISH POLAR RESEARCH,Thomson
14975,Polish Sociological Review,Scopus
14975,POLISH SOCIOLOGICAL REVIEW,Thomson
14977,POLITICA Y GOBIERNO,Thomson
14978,Political Analysis,Scopus
14978,POLITICAL ANALYSIS,Thomson
14979,Political Behavior,Scopus
14979,POLITICAL BEHAVIOR,Thomson
14980,Political Communication,Scopus
14980,POLITICAL COMMUNICATION,Thomson
14981,Political Geography,Scopus
14981,POLITICAL GEOGRAPHY,Thomson
14982,Political Psychology,Scopus
14982,POLITICAL PSYCHOLOGY,Thomson
14983,Political Quarterly,Scopus
14983,POLITICAL QUARTERLY,Thomson
14984,Political Research Quarterly,Scopus
14984,POLITICAL RESEARCH QUARTERLY,Thomson
14985,Political Science,Scopus
14985,POLITICAL SCIENCE,Thomson
14986,Political Science Quarterly,Scopus
14986,POLITICAL SCIENCE QUARTERLY,Thomson
14987,Political Studies,Scopus
14987,POLITICAL STUDIES,Thomson
14988,Political Theory,Scopus
14988,POLITICAL THEORY,Thomson
14989,Politicka Ekonomie,Scopus
14989,POLITICKA EKONOMIE,Thomson
14990,POLITICS & GENDER,Thomson
14991,POLITICS AND RELIGION,Thomson
14992,POLITICS & SOCIETY,Thomson
14992,Politics and Society,Scopus
14993,Politics and the Life Sciences,Scopus
14993,POLITICS AND THE LIFE SCIENCES,Thomson
14994,"""Politics, Philosophy and Economics""",Scopus
14994,POLITICS PHILOSOPHY & ECONOMICS,Thomson
14995,Politikon,Scopus
14995,POLITIKON,Thomson
14996,Politische Vierteljahresschrift,Scopus
14996,POLITISCHE VIERTELJAHRESSCHRIFT,Thomson
14997,POLITIX,Thomson
14998,Polity,Scopus
14998,POLITY,Thomson
14999,Pollution Atmospherique,Scopus
15000,Pollution Engineering,Scopus
15000,POLLUTION ENGINEERING,Thomson
15001,Pollution Research,Scopus
15002,Polska Medycyna Paliatywna,Scopus
15003,Polski Merkuriusz Lekarski,Scopus
15004,Polski Przeglad Chirurgiczny,Scopus
15005,Polski Przeglad Kardiologiczny,Scopus
15006,Polskie Archiwum Medycyny Wewnetrznej,Scopus
15006,POLSKIE ARCHIWUM MEDYCYNY WEWNETRZNEJ-POLISH ARCHIVES OF INTERNAL MEDICINE,Thomson
15007,Polycyclic Aromatic Compounds,Scopus
15007,POLYCYCLIC AROMATIC COMPOUNDS,Thomson
15008,Polyhedron,Scopus
15008,POLYHEDRON,Thomson
15009,Polymer,Scopus
15009,POLYMER,Thomson
15010,Polymer Bulletin,Scopus
15010,POLYMER BULLETIN,Thomson
15011,POLYMER CHEMISTRY,Thomson
15012,Polymer Composites,Scopus
15012,POLYMER COMPOSITES,Thomson
15013,Polymer Degradation and Stability,Scopus
15013,POLYMER DEGRADATION AND STABILITY,Thomson
15014,Polymer Engineering and Science,Scopus
15014,POLYMER ENGINEERING AND SCIENCE,Thomson
15015,Polymer International,Scopus
15015,POLYMER INTERNATIONAL,Thomson
15016,Polymer Journal,Scopus
15016,POLYMER JOURNAL,Thomson
15017,Polymer News,Scopus
15018,"""Polymer Preprints, Japan""",Scopus
15019,Polymer Reaction Engineering,Scopus
15019,POLYMER REACTION ENGINEERING,Thomson
15020,Polymer Recycling,Scopus
15021,Polymer Reviews,Scopus
15021,POLYMER REVIEWS,Thomson
15022,Polymer Science - Series A,Scopus
15022,POLYMER SCIENCE SERIES A,Thomson
15023,Polymer Science - Series B,Scopus
15023,POLYMER SCIENCE SERIES B,Thomson
15024,Polymer Science - Series C,Scopus
15024,POLYMER SCIENCE SERIES C,Thomson
15025,Polymer Testing,Scopus
15025,POLYMER TESTING,Thomson
15026,Polymer (Korea),Scopus
15026,POLYMER-KOREA,Thomson
15027,Polymer - Plastics Technology and Engineering,Scopus
15027,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,Thomson
15028,POLYMERS & POLYMER COMPOSITES,Thomson
15028,Polymers and Polymer Composites,Scopus
15029,Polymers for Advanced Technologies,Scopus
15029,POLYMERS FOR ADVANCED TECHNOLOGIES,Thomson
15030,Polymers Paint Colour Journal,Scopus
15031,POMEGRANATE,Thomson
15032,Pomorstvo,Scopus
15033,PONTE,Thomson
15035,Popular Music,Scopus
15035,POPULAR MUSIC,Thomson
15036,POPULAR MUSIC AND SOCIETY,Thomson
15037,Population,Scopus
15037,POPULATION,Thomson
15038,Population and Development Review,Scopus
15038,POPULATION AND DEVELOPMENT REVIEW,Thomson
15039,Population and Environment,Scopus
15039,POPULATION AND ENVIRONMENT,Thomson
15040,Population Bulletin,Scopus
15040,POPULATION BULLETIN,Thomson
15041,Population Ecology,Scopus
15041,POPULATION ECOLOGY,Thomson
15042,Population Health Management,Scopus
15042,POPULATION HEALTH MANAGEMENT,Thomson
15043,Population Research and Policy Review,Scopus
15043,POPULATION RESEARCH AND POLICY REVIEW,Thomson
15044,Population Studies,Scopus
15044,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,Thomson
15045,"""Population, Space and Place""",Scopus
15045,POPULATION SPACE AND PLACE,Thomson
15046,Poroshkovaya Metallurgiya,Scopus
15047,"""Port Development in the Changing World, PORTS 2004, Proceedings of the Conference""",Scopus
15048,PORTA LINGUARUM,Thomson
15049,Portal,Scopus
15049,PORTAL-LIBRARIES AND THE ACADEMY,Thomson
15050,Portland International Conference on Management of Engineering and Technology,Scopus
15051,Portuguese Economic Journal,Scopus
15051,PORTUGUESE ECONOMIC JOURNAL,Thomson
15052,PORTUGUESE STUDIES,Thomson
15053,POSITIF,Thomson
15055,POSITIONS-EAST ASIA CULTURES CRITIQUE,Thomson
15056,"""Positive living (Los Angeles, Calif.)""",Scopus
15057,Positively aware : the monthly journal of the Test Positive Aware Network,Scopus
15058,Positivity,Scopus
15058,POSITIVITY,Thomson
15059,Post-Communist Economies,Scopus
15059,POST-COMMUNIST ECONOMIES,Thomson
15060,Postepy biochemii,Scopus
15060,POSTEPY BIOCHEMII,Thomson
15061,POSTEPY BIOLOGII KOMORKI,Thomson
15062,Postepy Dermatologii I Alergologii,Scopus
15062,POSTEPY DERMATOLOGII I ALERGOLOGII,Thomson
15063,Postepy higieny i medycyny do?¢wiadczalnej (Online),Scopus
15063,Postepy higieny i medycyny doswiadczalnej,Scopus
15063,POSTEPY HIGIENY I MEDYCYNY DOSWIADCZALNEJ,Thomson
15064,Postepy Mikrobiologii,Scopus
15064,POSTEPY MIKROBIOLOGII,Thomson
15065,Postepy w Kardiologii Interwencyjnej,Scopus
15065,POSTEPY W KARDIOLOGII INTERWENCYJNEJ,Thomson
15066,Postgraduate Medical Journal,Scopus
15066,POSTGRADUATE MEDICAL JOURNAL,Thomson
15067,Postgraduate Medicine,Scopus
15067,POSTGRADUATE MEDICINE,Thomson
15068,Postharvest Biology and Technology,Scopus
15068,POSTHARVEST BIOLOGY AND TECHNOLOGY,Thomson
15069,POST-MEDIEVAL ARCHAEOLOGY,Thomson
15071,POSTMODERN CULTURE,Thomson
15073,Post-Soviet Affairs,Scopus
15073,POST-SOVIET AFFAIRS,Thomson
15074,Post-Soviet Geography and Economics,Scopus
15074,POST-SOVIET GEOGRAPHY AND ECONOMICS,Thomson
15075,Potato Research,Scopus
15075,POTATO RESEARCH,Thomson
15076,Potential Analysis,Scopus
15076,POTENTIAL ANALYSIS,Thomson
15077,Poultry Science,Scopus
15077,POULTRY SCIENCE,Thomson
15078,Poverkhnost Rentgenovskie Sinkhronnye i Nejtronnye Issledovaniya,Scopus
15079,Powder and Bulk Engineering,Scopus
15080,Powder Diffraction,Scopus
15080,POWDER DIFFRACTION,Thomson
15081,Powder Handling and Processing,Scopus
15082,Powder Materials: Current Research and Industrial Practices,Scopus
15083,Powder Metallurgy,Scopus
15083,POWDER METALLURGY,Thomson
15084,Powder Metallurgy and Metal Ceramics,Scopus
15084,POWDER METALLURGY AND METAL CERAMICS,Thomson
15085,Powder Technology,Scopus
15085,POWDER TECHNOLOGY,Thomson
15086,Power,Scopus
15086,POWER,Thomson
15087,Power Electronics Technology,Scopus
15088,"""Power Engineering (Barrington, Illinois)""",Scopus
15088,POWER ENGINEERING,Thomson
15089,Power Engineering Journal,Scopus
15089,POWER ENGINEERING JOURNAL,Thomson
15090,Power System Technology,Scopus
15091,Power Technology and Engineering,Scopus
15092,"""Power Transmission and Motion Control, PTMC 2005""",Scopus
15093,POZNAN STUDIES IN CONTEMPORARY LINGUISTICS,Thomson
15094,PPAR Research,Scopus
15094,PPAR RESEARCH,Thomson
15095,PPDP'05 - Proceedings of the Seventh ACM SIGPLAN Conference on Principles and Practice of Declarative Programming,Scopus
15096,PPI Pulp and Paper International,Scopus
15097,PPI This Week,Scopus
15098,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,Scopus
15098,PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,Thomson
15099,PPS MANAGEMENT,Thomson
15100,Prace i Studia Geograficzne,Scopus
15101,Prace Naukowe Instytutu Geotechniki I Hydrotechniki Politechniki Wroclawskiej,Scopus
15102,Pracovni Lekarstvi,Scopus
15103,"""Practica Otologica, Supplement""",Scopus
15104,Practica Oto-Rhino-Laryngologica,Scopus
15104,PRACTICA OTO-RHINO-LARYNGOLOGICA,Thomson
15105,Practical Diabetes International,Scopus
15106,Practical Gastroenterology,Scopus
15106,PRACTICAL GASTROENTEROLOGY,Thomson
15107,Practical Neurology,Scopus
15108,Practical Optometry,Scopus
15109,Practical procedures & aesthetic dentistry : PPAD,Scopus
15110,"""Practice Periodical of Hazardous, Toxic, and Radioactive Waste Management""",Scopus
15111,Practice Periodical on Structural Design and Construction,Scopus
15112,Practicing Oil Analysis,Scopus
15114,Practitioner,Scopus
15114,PRACTITIONER,Thomson
15115,PRAEHISTORISCHE ZEITSCHRIFT,Thomson
15115,Prahistorische Zeitschrift,Scopus
15116,Pragmatics,Scopus
15116,PRAGMATICS,Thomson
15117,PRAGMATICS & COGNITION,Thomson
15118,Pragmatics and Cognition,Scopus
15119,PRAGUE ECONOMIC PAPERS,Thomson
15121,Prague Med Rep,Scopus
15121,Prague medical report,Scopus
15122,Prakticky Lekar,Scopus
15123,Praktische Metallographie/Practical Metallography,Scopus
15123,PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,Thomson
15124,Praktische Tierarzt,Scopus
15124,PRAKTISCHE TIERARZT,Thomson
15125,PRAMANA,Thomson
15125,Pramana - Journal of Physics,Scopus
15125,PRAMANA-JOURNAL OF PHYSICS,Thomson
15126,PRATIQUE MEDICALE ET CHIRURGICALE DE L ANIMAL DE COMPAGNIE,Thomson
15126,Pratique Medicale et Chirurgicale de l'Animal de Compagnie,Scopus
15127,Pratique Vet,Scopus
15128,Practiques Medicales Et Therapeutiques,Scopus
15128,Pratiques Medicales et Therapeutiques,Scopus
15129,Pratiques Psychologiques,Scopus
15129,PRATIQUES PSYCHOLOGIQUES,Thomson
15130,Pravention und Rehabilitation,Scopus
15131,Praxis der Kinderpsychologie und Kinderpsychiatrie,Scopus
15131,PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,Thomson
15132,Precambrian Research,Scopus
15132,PRECAMBRIAN RESEARCH,Thomson
15133,Precision Agriculture,Scopus
15133,PRECISION AGRICULTURE,Thomson
15134,Precision Engineering,Scopus
15134,PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,Thomson
15135,Prehospital and disaster medicine : the official journal of the National Association of EMS Physicians and the World Association for Emergency and Disaster Medicine in association with the Acute Care Foundation,Scopus
15136,Prehospital Emergency Care,Scopus
15136,PREHOSPITAL EMERGENCY CARE,Thomson
15138,Prenatal and Neonatal Medicine,Scopus
15138,PRENATAL AND NEONATAL MEDICINE,Thomson
15139,Prenatal Diagnosis,Scopus
15139,PRENATAL DIAGNOSIS,Thomson
15140,Prensa Medica Argentina,Scopus
15140,PRENSA MEDICA ARGENTINA,Thomson
15141,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,Thomson
15141,Preparative Biochemistry and Biotechnology,Scopus
15142,Prescrire International,Scopus
15142,PRESCRIRE INTERNATIONAL,Thomson
15143,Presence: Teleoperators and Virtual Environments,Scopus
15143,PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,Thomson
15144,PRESERVATION,Thomson
15145,Preslia,Scopus
15145,PRESLIA,Thomson
15146,Presse Medicale,Scopus
15146,PRESSE MEDICALE,Thomson
15147,Presstime,Scopus
15148,Preventing chronic disease,Scopus
15149,Prevention Science,Scopus
15149,PREVENTION SCIENCE,Thomson
15150,Preventive Cardiology,Scopus
15151,Preventive Medicine,Scopus
15151,PREVENTIVE MEDICINE,Thomson
15152,Preventive Veterinary Medicine,Scopus
15152,PREVENTIVE VETERINARY MEDICINE,Thomson
15153,Pribory i Tekhnika Eksperimenta,Scopus
15153,PRIBORY I TEKHNIKA EKSPERIMENTA,Thomson
15154,Prikladnaia biokhimiia i mikrobiologiia,Scopus
15155,Prikladnaya Matematika i Mekhanika,Scopus
15155,PRIKLADNAYA MATEMATIKA I MEKHANIKA,Thomson
15156,Prikladnaya Mekhanika,Scopus
15157,PRIMARY CARE,Thomson
15157,Primary Care - Clinics in Office Practice,Scopus
15158,PRIMARY CARE & COMMUNITY PSYCHIATRY,Thomson
15158,Primary Care and Community Psychiatry,Scopus
15159,Primary Care Case Reviews,Scopus
15160,Primary Care Companion to the Journal of Clinical Psychiatry,Scopus
15161,Primary Care Mental Health,Scopus
15162,Primary Care Psychiatry,Scopus
15162,PRIMARY CARE PSYCHIATRY,Thomson
15163,Primary Care Respiratory Journal,Scopus
15164,Primary Care Update for Ob/Gyns,Scopus
15165,Primary dental care : journal of the Faculty of General Dental Practitioners (UK),Scopus
15166,Primary Psychiatry,Scopus
15167,Primates,Scopus
15167,PRIMATES,Thomson
15168,PRIMERJALNA KNJIZEVNOST,Thomson
15169,Print and Paper Europe,Scopus
15170,Print and Paper Monthly,Scopus
15171,Print on Demand Business,Scopus
15172,PRINT QUARTERLY,Thomson
15174,Printed Circuit Design,Scopus
15175,Printed Circuit Fabrication,Scopus
15176,Printing News,Scopus
15177,Printing World,Scopus
15178,Printwear,Scopus
15179,Printweek,Scopus
15180,PRION,Thomson
15181,Prison Journal,Scopus
15181,PRISON JOURNAL,Thomson
15182,Probabilistic Engineering Mechanics,Scopus
15182,PROBABILISTIC ENGINEERING MECHANICS,Thomson
15183,Probability in the Engineering and Informational Sciences,Scopus
15183,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,Thomson
15184,Probability Theory and Related Fields,Scopus
15184,PROBABILITY THEORY AND RELATED FIELDS,Thomson
15185,PROBLEMOS,Thomson
15186,Problems in Anesthesia,Scopus
15187,Problems in General Surgery,Scopus
15187,PROBLEMS IN GENERAL SURGERY,Thomson
15188,PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY,Thomson
15189,PROBLEMS OF ECONOMIC TRANSITION,Thomson
15190,Problems of Infectious and Parasitic Diseases,Scopus
15191,Problems of Information Transmission,Scopus
15191,PROBLEMS OF INFORMATION TRANSMISSION,Thomson
15192,Problems of Post-Communism,Scopus
15192,PROBLEMS OF POST-COMMUNISM,Thomson
15193,PROBLEMY EKOROZWOJU,Thomson
15194,Problemy Mashinostraeniya i Nadezhnos'ti Mashin,Scopus
15195,Problemy Peredachi Informatsii,Scopus
15196,Problemy Prochnosti,Scopus
15197,"""Problemy sotsial""""noi gigieny i istoriia meditsiny / NII sotsial""""noi gigieny, ekonomiki i upravleniia zdravookhraneniem im. N.A. Semashko RAMN, AO """"Assotsiatsiia """"Meditsinskaia literatura""""""""""",Scopus
15198,Problemy Spetsial'noj Electrometallugii,Scopus
15199,Problemy Tuberkuleza,Scopus
15200,Problemy tuberkuleza i bolezne?É legkikh,Scopus
15201,AVTOMATIKA,Thomson
15201,Problemy Upravleniya I Informatiki (Avtomatika),Scopus
15202,Probus,Scopus
15202,PROBUS,Thomson
15205,"""Proceddings - First International Conference on Testbeds and Research Infrastructures for the Development of Networks and Communities, Tridentcom 2005""",Scopus
15206,Proceddings of the 3rd World Conference on Photovoltaic Energy Conversion,Scopus
15207,"""Proceeding of 2005 International Conference on Asian Green Electronics- Design for Manufacturability and Reliability, 2005AGEC""",Scopus
15208,Proceeding of the 2002 National Conference on Environmental Science and Technology,Scopus
15209,Proceeding of the 2003 17th National Conference on Hydrodynamics and the 6th National Congress on Hydrodynamics,Scopus
15210,Proceeding of the 2003 Energy and Environment,Scopus
15211,Proceeding of the 2004 the Eleventh World Congress in Mechanism and Machine Science,Scopus
15212,Proceeding of the International Conference on Telecommunications,Scopus
15213,"""Proceedings - 10th IEEE International On-Line Testing Symposium, IOLTS 2004""",Scopus
15214,Proceedings - 10th IEEE International Workshop on Future Trends of Distributed Computing Systems,Scopus
15215,"""Proceedings - 10th International Conference on Environmental Remediation and Radioactive Waste Management, ICEM'05""",Scopus
15216,"""Proceedings - 10th International Multimedia Modelling Conference, MMM 2004""",Scopus
15217,"""Proceedings - 11th IEEE International Conference and Workshop on the Engineering of Computer-Based Systems, ECBS 2004""",Scopus
15218,Proceedings - 11th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,Scopus
15219,"""Proceedings - 12th Annual IEEE Symposium on Field-Programmable Custom Computing Machines, FCCM 2004""",Scopus
15220,"""Proceedings - 12th International Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems, HAPTICS""",Scopus
15221,"""Proceedings - 13th Euromicro Conference on Parallel, Distributed and Network-Based Processing 2005, PDP 2005""",Scopus
15222,"""Proceedings - 15th International Conference on Electronics, Communications and Computers, CONIELECOMP 2005""",Scopus
15223,"""Proceedings - 17th Symposium on Integrated Cicuits and Systems Design, SBCCI2004""",Scopus
15224,"""Proceedings - 19th International Conference on Automated Software Engineering, ASE 2004""",Scopus
15225,Proceedings - 1st Canadian Conference on Computer and Robot Vision,Scopus
15226,"""Proceedings - 1st Symposium on Applied Perception in Graphics and Visualization, APGV 2004""",Scopus
15227,Proceedings - 2001 International Conference on Third Generation Wireless and Beyond,Scopus
15229,Proceedings - 2004 Global Mobile Congress,Scopus
15230,"""Proceedings - 2004 IEEE Computational Systems Bioinformatics Conference, CSB 2004""",Scopus
15231,"""Proceedings - 2004 IEEE International Conference on e-Technology, e-Commerce and e-Service, EEE 2004""",Scopus
15232,"""Proceedings - 2004 IEEE International Conference on Field-Programmable Technology, FPT '04""",Scopus
15233,Proceedings - 2004 IEEE International Conference on Mobile Data Management,Scopus
15234,"""Proceedings - 2004 IEEE International Conference on Robotics and Biomimetics, IEEE ROBIO 2004""",Scopus
15235,"""Proceedings - 2004 IEEE International Conference on Services Computing, SCC 2004""",Scopus
15236,"""Proceedings - 2004 IEEE Radio and Wireless Conference, RAWCON""",Scopus
15237,Proceedings - 2004 IEEE Symposium on Visual Languages and Human Centric Computing,Scopus
15238,"""Proceedings - 2004 International Conference on Cyberworlds, CW 2004""",Scopus
15239,"""Proceedings - 2004 International Conference on Electrical, Electronic and Computer Engineering, ICEEC'04""",Scopus
15240,"""Proceedings - 2004 International Conference on Information and Communication Technologies: From Theory to Applications, ICTTA 2004""",Scopus
15241,Proceedings - 2004 International Conference on Intelligent Mechatronics and Automation,Scopus
15242,"""Proceedings - 2004 International Conference on MEMS, NANO and Smart Systems, ICMENS 2004""",Scopus
15243,"""Proceedings - 2004 International Networking and Communication Conference, INCC 2004""",Scopus
15244,Proceedings - 2004 NASA/DoD Conference on Evolvable Hardware,Scopus
15245,"""Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005""",Scopus
15246,"""Proceedings - 2005 IEEE International Conference on Microelectronic Systems Education, MSE '05 - Promoting Excellence and Innovation in Microelectronic Systems Education""",Scopus
15247,"""Proceedings - 2005 IEEE International Conference on Web Services, ICWS 2005""",Scopus
15248,"""Proceedings - 2005 IEEE International Workshop on Antenna Technology: Small Antennas and Novel Metamaterials, IWAT 2005""",Scopus
15249,"""Proceedings - 2005 IEEE Swarm Intelligence Symposium, SIS 2005""",Scopus
15250,"""Proceedings - 2005 IEEE/WIC/ACM InternationalConference on Web Intelligence, WI 2005""",Scopus
15251,"""Proceedings - 2005 International Conference on Field Programmable Logic and Applications, FPL""",Scopus
15252,"""Proceedings - 2005 International Conference on Intelligent Sensing and Information Processing, ICISIP'05""",Scopus
15253,"""Proceedings - 2005 International Conference on Wireless Communications, Networking and Mobile Computing, WCNM 2005""",Scopus
15254,"""Proceedings - 2005 International Symposium on Autonomous Decentralized Systems, ISADS 2005""",Scopus
15255,"""Proceedings - 2005 Systems Communications: ICW 2005, Wireless - ICHSN 2005, High Speed Networks - ICMCS 2005, Multimedia Communications Systems - SENET 2005, Sensor Networks""",Scopus
15256,"""Proceedings - 27th International Conference on Software Engineering, ICSE05""",Scopus
15257,"""Proceedings - 2nd ACM and IEEE International Conference on Formal Methods and Models for Co-Design, MEMOCODE'04""",Scopus
15258,Proceedings - 2nd IEEE International Workshop on Wireless and Mobile Technologies in Education,Scopus
15259,"""Proceedings - 2nd International Symposium on 3D Data Processing, Visualization, and Transmission. 3DPVT 2004""",Scopus
15260,"""Proceedings - 3rd IEEE International Workshop on Haptic, Audio and Visual Environments and their Applications - HAVE 2004""",Scopus
15261,"""Proceedings - 3rd International Conference on Information Technology and Applications, ICITA 2005""",Scopus
15262,"""Proceedings - 4th IEEE International Workshop on System-on-Chip for Real-Time Applications, IWSOC 2004""",Scopus
15263,"""Proceedings - 4th International Conference on Peer-to-Peer Computing, P2P2004""",Scopus
15264,"""Proceedings - 5th IEEE International Conference on Advanced Learning Technologies, ICALT 2005""",Scopus
15265,"""Proceedings - 5th International Symposium on Quality Electronic Design, ISQUED 2004""",Scopus
15266,Proceedings - 5th World Wireless Congress,Scopus
15267,"""Proceedings - 6th International Workshop on Enterprise Networking and Computing in Healthcare Industry, Healthcom 2004""",Scopus
15268,Proceedings - 8th IEEE Workshop on Signal Propagation on Interconnects,Scopus
15269,"""Proceedings - 9th Russian-Korean International Symposium on Science and Technology, KORUS-2005""",Scopus
15270,"""Proceedings - Annual Computer Security Applications Conference, ACSAC""",Scopus
15271,"""Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS""",Scopus
15271,Annual Symposium On Foundations Of Computer Science - Proceedings,Scopus
15272,Proceedings - Annual Meeting of the Decision Sciences Institute,Scopus
15273,Annual Reliability And Maintainability Symposium,Scopus
15273,PROCEEDINGS - ANNUAL RELIABILITY AND MAINTAINABILITY SYMPOSIUM,Thomson
15273,PROCEEDINGS ANNUAL RELIABILITY AND MAINTAINABILITY SYMPOSIUM,Thomson
15274,Proceedings - Annual SAFE Symposium (Survival and Flight Equipment Association),Scopus
15275,"""Proceedings - Annual Stability Conference, Structural Stability Research Council""",Scopus
15276,"""Proceedings - Annual Technical Session, Structural Stability Research Council""",Scopus
15277,Proceedings - APGV 2005: 2nd Symposium on Applied Perception in Graphics and Visualization,Scopus
15278,Proceedings - Applied Imagery Pattern Recognition Workshop,Scopus
15279,"""Proceedings - Asia-Pacific Software Engineering Conference, APSEC""",Scopus
15281,Proceedings - Conference of the Australian Road Research Board,Scopus
15282,"""Proceedings - Department of Defense High Performance Computing Modernization Program Users Group Conference, UGC 2004""",Scopus
15283,Proceedings - Design Automation Conference,Scopus
15284,"""Proceedings - Design, Automation and Test in Europe Conference and Exhibition""",Scopus
15285,Proceedings - ECCC Creep Conference: Creep and Fracture in High Temperature Components - Design and Life Assessment Issues,Scopus
15286,"""Proceedings - Eighth IEEE International Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2004""",Scopus
15287,"""Proceedings - Eighth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing, ISORC 2005""",Scopus
15288,Proceedings - Electrochemical Society,Scopus
15289,Proceedings - Electronic Components and Technology Conference,Scopus
15289,PROCEEDINGS ELECTRONIC COMPONENTS CONFERENCE,Thomson
15290,Proceedings - Euromicro Conference on Real-Time Systems,Scopus
